quarter,RIAD4652_qoq,RCONB550_qoq,RIAD4460_qoq,RCON3485_qoq,RCONB563_qoq,RIAD4020_qoq,RCON5370_qoq,RIAD8757_qoq,RIAD4646_qoq,RCON2210_qoq,RCON6636_qoq,RIAD4415_qoq,RIAD4093_qoq,RIAD4300_qoq,RCON2107_qoq,RIAD4074_qoq,RCON0090_qoq,RIAD4010_qoq,RIAD3217_qoq,RIADB508_qoq,RCON9999_qoq,RCON2200_qoq,RIAD4313_qoq,RIADB497_qoq,RIAD4092_qoq,RIAD4107_qoq,RCON2385_qoq,RIAD4135_qoq,RCONB562_qoq,RIAD4185_qoq,RIAD4635_qoq,RIAD8759_qoq,RIADA220_qoq,RCON1545_qoq,RCON3360_qoq,RIAD4060_qoq,RCON1763_qoq,RIADB489_qoq,RCON5510_qoq,RIAD4301_qoq,RIAD4507_qoq,RCON3387_qoq,RCONB549_qoq,RIAD4079_qoq,RCON0010_qoq,RIADB485_qoq,RIADB515_qoq,RIAD4340_qoq,RCONA564_qoq,RIAD4302_qoq,RIAD4115_qoq,RCON6631_qoq,RIAD4150_qoq,RIADB522_qoq,RIAD0093_qoq,RIAD5416_qoq,RCON2122_qoq,RIADB511_qoq,RIAD3210_qoq,RIAD4073_qoq,RCON6810_qoq,RCON2215_qoq,RCONA565_qoq,RIAD8758_qoq,RCON1797_qoq,RIAD4012_qoq,RIADB488_qoq,RCON1460_qoq,RCON5367_qoq,RCON5597_qoq,RIAD4200_qoq,RIAD4230_qoq,RCON6648_qoq,RCON1764_qoq,RIAD4508_qoq,RIAD4080_qoq,RIAD4180_qoq,RIAD4217_qoq,RIAD3123_qoq,RCON2365_qoq,RCON6835_qoq,RIADB486_qoq,RCONA569_qoq,RIAD3196_qoq,RIAD4605_qoq,RIAD4644_qoq,RIAD4518_qoq,nn_score,lof_score,ensemble_score,nn_anomaly,lof_anomaly,is_anomaly,reconstruction_error,anomaly_score
06/30/2001,0.0,-8.091442192263514,0.0,-7.473945764287373,-11.209717656030946,13.571428571428571,0.0,0.0,0.0,0.6297229219143577,-6.0151492368994814,0.0,13.887897179578722,-13.534194165471067,0.0,32.29470005824112,13300.0,16.174863387978142,0.0,0.0,0.0014942281564457,-6.005247412890319,0.0,288.2352941176471,9.52018278750952,57.94122949341987,-8.091442192263514,78.70967741935485,-14.34878587196468,0.0,0.1915708812260536,0.0,0.0,0.0,-84.55581246343705,62.3667695985656,32.5,0.0,0.0,-13.537053439622085,100.0,16.50671785028791,7.861878928786704,-23.12211498111624,-70.84330939079543,5.562422744128554,47.368421052631575,-13.534194165471067,0.0,-13.541666666666666,0.0,0.6297229219143577,-30.0,0.0,68.7826844857641,-100.0,-83.66460713453019,0.0,-0.7952900841658587,69.43864229765013,-7.882333820900373,7.861878928786704,-0.6191950464396285,0.0,-2.6560424966799467,111.11111111111111,0.0,0.0,-5.857532886572351,0.0,0.0,-1.5873015873015872,-24.382041365394315,0.0,73.90029325513197,50.0,100.0,85.0,-96.375,-6.122964320490036,-2.924281984334204,100.0,-9.988385598141695,0.0,47.368421052631575,0.0,0.0,0.0002100824528133967,0.784200508044884,0.31380625268964163,False,False,False,6943.364896086323,0.31380625268964163
09/30/2001,0.0,23.52941176470588,0.0,-14.348918083462134,-3.5121380070678625,222.01257861635224,0.0,0.0,0.0,-42.67834793491865,16.77135891943996,1037.037037037037,15.92476489028213,395.04977876106193,0.0,455.64604886638784,19.900497512437813,1233.0197554092192,0.0,0.0,0.0014992031735132,16.67651686380372,0.0,57.57575757575758,8.240611961057024,186.3714187878096,23.52941176470588,61.73285198555957,-1.5463917525773196,22400.0,0.0,0.0,100.0,0.0,15805.95238095238,56.79141104294479,105724.96371552975,0.0,0.0,395.0145125490866,0.0,130417.13344316313,-22.137953057640107,53.34788937409025,38.22992700729927,0.234192037470726,21.428571428571427,395.04977876106193,0.0,394.95760821062026,0.0,-42.67834793491865,57.14285714285714,0.0,30.957913761941647,-123.85428907168036,16260.178412132023,0.0,2003.1514241604464,92.11803682872332,8.037536477903451,-22.137953057640107,-100.0,0.0,-100.0,68521.05263157895,0.0,0.0,-95.8344318481413,100.0,100.0,-1.2096774193548387,-100.0,100.0,30.775716694772346,50.0,0.0,270.27027027027026,-71.26436781609196,18.93505593707334,-100.0,44.44444444444444,-100.0,0.0,21.428571428571427,0.0,0.0,0.6198975299573679,37.371988995282095,15.320734116087259,True,True,True,1725357.1768493145,15.320734116087259
12/31/2001,0.0,239.80469344287235,100.0,42.555207182008886,18.34072932444043,70.8984375,0.0,0.0,0.0,-30.567685589519648,250.17006336701488,10.67193675889328,42.04975662520281,50.02513826043238,0.0,61.347700352572986,71.99170124481327,67.83345095271702,0.0,0.0,0.0015041779667411,249.9500306319072,0.0,1162.5,37.455830388692576,49.115150065765874,239.80469344287235,56.02678571428571,-100.0,44.0,1.24282982791587,0.0,93.3582399335824,0.0,-13.854774071075246,32.90292287827209,-20.86680911876281,0.0,0.0,57.73462559928259,100.0,-28.45164148697552,341.11555418845484,33.42429995253916,38.415841584158414,0.0,4.411764705882353,50.02513826043238,0.0,70.17670393076091,0.0,-30.567685589519648,9.090909090909092,0.0,16.173764458464774,-75.8530183727034,-8.166955292762827,0.0,0.603075787534144,36.73150190495288,267.3759334780997,341.11555418845484,0.0,0.0,0.0,73.67694431661297,0.0,0.0,-9.49367088607595,340.4461129531691,76.18719889883,0.9183673469387756,0.0,-0.0405844155844155,18.568665377176018,0.0,0.0,100.72992700729928,-4.0,250.2772209372055,0.0,0.0,100.0,0.0,4.411764705882353,0.0,100.0,0.0019124112459470606,0.3837659069648182,0.15465380953349553,False,False,False,11663.97900951817,0.15465380953349553
03/31/2002,0.0,-67.45782612661871,-100.0,-5.43363027896011,16.155397794252483,-74.17142857142856,0.0,0.0,0.0,10.37735849056604,-67.97626773964942,-100.0,-20.026651437273937,-64.1532618409294,0.0,-61.28557047803776,26.29674306393245,-31.591119333950047,639.5738339596113,639.5738339596113,0.0454744638148447,-67.96408342261783,0.0,-7.53998476770754,-8.202851133442394,-69.30622936797509,-67.45782612661871,-72.1030042918455,0.0,-100.0,-100.0,0.0,-100.0,0.0,80.58292558029937,-80.98392510157217,-21.008272283430998,100.0,0.0,-67.75124639202309,-75.0,-15.332354798759424,-71.46847349418127,-67.81680746998666,6.437768240343347,-100.0,-94.3661971830986,-64.1532618409294,0.0,-72.87031150667515,0.0,10.37735849056604,-16.666666666666664,-98.99916597164304,-89.39865361769532,135.8955223880597,81.74678006597806,0.0,0.6444452328658365,-78.88778084120374,-72.34676604542926,-71.46847349418127,0.0,0.0,0.0,-67.91202967673556,0.0,0.0,-0.6993006993006993,-74.34885399298211,-64.859375,-55.71284125379171,0.0,189.89037758830693,-90.26644915715065,-100.0,-100.0,-71.63636363636363,1841.6666666666667,-67.98458026416642,0.0,-100.0,-0.6993006993006993,0.0,-94.3661971830986,0.0,250.0,0.10296288453768274,0.5256854376948435,0.27205190580054706,False,False,False,291880.287582806,0.27205190580054706
06/30/2002,0.0,-4.247832659470001,0.0,-21.060821551075044,-24.130742960242284,112.83185840707964,0.0,0.0,0.0,-12.535612535612536,-4.653993533617096,0.0,203.47536300880745,-71.89155500155812,0.0,71.29629629629629,-30.85004775549188,90.79230438256808,0.0,0.0,0.0014934818010751,-4.658216332225143,0.0,61.12026359143328,210.99796334012223,87.45972306888444,-4.247832659470001,102.56410256410255,0.0,100.0,0.0,0.0,0.0,0.0,17.06728386062108,77.19461216906642,-56.69413654195519,180.0,0.0,-69.4060211554109,250.0,-37.02807730374538,-7.898274246765061,-313.5949157225753,17.338709677419356,0.0,50.0,-71.89155500155812,0.0,-64.73345049794962,100.0,-12.535612535612536,-10.0,0.0,84.41835645677695,-502.7442827442828,11.750973220271208,0.0,-0.4603350914883569,122.86746318421784,-6.02361221231441,-7.898274246765061,0.0,0.0,0.0,92.0038535645472,0.0,0.0,0.0,-9.61639210664183,143.019119608715,360.958904109589,0.0,-38.58543417366947,92.73743016759776,0.0,0.0,76.92307692307693,339.69957081545067,-4.6175752955214575,0.0,0.0,0.0,0.0,50.0,0.0,900.0,0.000814992520344558,0.31513660510163344,0.12654363755286013,False,False,False,8620.800544042493,0.12654363755286013
09/30/2002,0.0,0.1449423732831872,0.0,6.592055619144517,-3.168381581685302,60.4989604989605,0.0,0.0,0.0,-15.309446254071664,0.7791151020826592,0.0,37.79904306220095,-382.6681448632668,0.0,88.03776379118845,124.2403314917127,85.32538659793815,0.0,0.0,0.0014984543443438,0.7712074030787458,0.0,77.96523517382413,36.01833660772757,73.227724612097,0.1449423732831872,86.32911392405063,0.0,137.5,0.0,0.0,0.0,0.0,5.956365443304156,38.83792048929664,-29.524866245136188,1842.857142857143,0.0,-382.73492907801415,171.42857142857142,-34.55221065588417,5.911664111333884,-464.5148771021992,36.69339442535319,0.0,33.33333333333333,-382.6681448632668,0.0,-382.8349944629014,150.0,-15.309446254071664,33.33333333333333,0.0,44.76273148148148,-386.4546768531902,-11.673048464831115,100.0,-0.6913238390456978,48.2919835431991,-0.7831262640855244,5.911664111333884,0.0,0.0,0.0,9.533366783743102,0.0,0.0,-0.7042253521126761,-2.741997810265988,49.18122770103376,15.94848935116394,0.0,-25.541619156214367,49.275362318840585,0.0,0.0,56.52173913043478,15.812591508052709,0.7789549221685798,0.0,0.0,-0.7042253521126761,0.0,33.33333333333333,0.0,62.85714285714285,0.0008601141745315509,0.2549164013672031,0.10248262905160017,False,False,False,8745.924385239125,0.10248262905160017
12/31/2002,0.0,213.52379927544027,0.0,21.838211899459115,13.208593907605406,33.67875647668394,0.0,0.0,0.0,-23.846153846153847,216.9233043317937,0.0,62.13000910746812,541.364884298601,0.0,34.21607040894682,-39.79057591623037,27.18817905258583,0.0,0.0,0.0015034266639961,216.82384791125827,0.0,423.9586325768458,62.10279248916707,29.166778406500576,213.52379927544027,63.99456521739131,0.0,71.05263157894737,0.0,0.0,0.0,0.0,-6.336625168078684,32.31592196349906,80.21797111451392,173.16176470588235,0.0,499.9921611664184,63.1578947368421,12.330948709522485,242.43617939366945,138.26798359190596,-42.374301675977655,0.0,12.5,541.364884298601,0.0,438.0383711824589,20.0,-23.846153846153847,8.333333333333332,0.0,29.482310613631824,96.73161000042448,8.15100434571072,-100.0,2.78562215255924,18.38664929168944,277.34142210480456,242.43617939366945,0.0,0.0,0.0,31.50317387605523,0.0,0.0,0.0,336.99583367822754,12.933096216348808,128.7911149081589,0.0,246.52373660030628,32.81553398058252,0.0,0.0,57.87037037037037,127.09650231774124,216.9238080554898,0.0,0.0,0.0,0.0,12.5,0.0,214.9122807017544,0.00100027957514324,0.023731854083142965,0.010092909378343132,False,False,False,9134.607682502967,0.010092909378343132
03/31/2003,0.0,-67.58108304455119,0.0,19.663783254447527,18.989271346417937,-47.674418604651166,0.0,0.0,0.0,-11.11111111111111,-67.49891296770599,0.0,-81.53986588491381,-28.284952606635077,0.0,-87.29883961447621,89.87212276214834,-88.48356454588942,2.259942979282294,2.259942979282294,0.0454517506940507,-67.49331422419175,0.0,8.651790120072372,-82.23501020976425,-85.20398629710371,-67.58108304455119,-67.02568351284177,0.0,229.23076923076923,0.0,0.0,0.0,0.0,-18.090353572461616,-77.00356718192629,35.5665476594132,-47.10632570659489,0.0,-19.971779646069727,-51.61290322580645,30.4102437158224,-66.869636970404,124.19306545302112,1384.0038778477945,0.0,0.0,-28.284952606635077,0.0,-3.718074940638211,-83.33333333333334,-11.11111111111111,7.6923076923076925,22354.166666666664,-81.83081197900587,1244.2207792207791,-8.423689008771461,0.0,1.584901312710174,-80.13350850406562,-72.93776768256129,-66.869636970404,0.0,0.0,0.0,-58.08410052251804,0.0,0.0,0.0,-76.57639455387157,-80.57667245873154,-99.96265870052278,0.0,28.15980201520241,-79.97076023391813,0.0,0.0,-78.00586510263929,0.2041195026906661,-67.49891296770599,0.0,0.0,0.0,0.0,0.0,0.0,-83.84401114206128,8.423574987706647,12.285590940951593,9.968381369004625,True,True,True,23365213.17429689,9.968381369004625
06/30/2003,0.0,-0.2129761967780071,0.0,-20.36607654327723,-23.39842980601284,73.51851851851852,0.0,0.0,0.0,-27.84090909090909,-0.6402194861887576,0.0,90.1483453784709,103.9279666267399,0.0,152.14830214830215,-22.49461206896552,172.11013529551389,0.0,0.0,0.0014927361909296,-0.6476046495483891,0.0,117.91895847000052,89.07001044932079,127.73451203255456,-0.2129761967780071,101.00502512562817,0.0,-8.411214953271028,0.0,0.0,0.0,0.0,39.49499174227313,59.089968976215104,0.5508393532345628,100.0,0.0,102.87001665197376,126.66666666666666,71.12047544106684,-3.6697135145083126,89.61215876916502,-76.75322554303446,0.0,144.44444444444443,103.9279666267399,0.0,101.32932330827067,200.0,-27.84090909090909,0.0,0.0,84.53695836873408,57.77765166562624,42.35102022265844,0.0,1.6214572107224192,89.95531724754244,-0.3237331289183344,-3.6697135145083126,0.0,0.0,0.0,172.1595631010329,0.0,0.0,-100.0,4.7921204148966,97.09253564439474,-1300.0,0.0,1291.3586206896553,90.51094890510949,0.0,0.0,101.33333333333334,-0.2407407407407407,-0.6402194861887576,0.0,0.0,-100.0,0.0,144.44444444444443,0.0,94.82758620689656,0.0007284762947492607,0.3774308076342066,0.15140940883053222,False,False,False,8380.888185611306,0.15140940883053222
09/30/2003,0.0,-6.187900403697109,0.0,-6.032268009454321,-1.1904508923069077,48.025613660619,0.0,0.0,0.0,-10.236220472440944,-5.157242471774006,0.0,44.03880776155231,38.3711745285885,0.0,25.60578993174843,30.274591588460204,34.255059316120025,0.0,0.0,0.0014977062628584,-5.158244013930877,0.0,65.41391686928331,43.815629490438816,32.126682892264085,-6.187900403697109,46.0,0.0,35.714285714285715,0.0,0.0,0.0,0.0,19.7656929131826,22.33489339573583,-32.78941346201682,45.92875318066158,0.0,37.76736999662016,67.64705882352942,23.94211667422982,2.258195990523983,42.402129967458826,-34.52297316284951,0.0,4.545454545454546,38.3711745285885,0.0,36.876699232171134,100.0,-10.236220472440944,7.142857142857142,0.0,32.36648250460405,6.65779440328034,3.1289116677919435,-100.0,1.2006523878613244,45.52126458411743,-5.080509492910358,2.258195990523983,0.0,0.0,0.0,34.26103646833013,0.0,0.0,0.0,-1.041254032029879,44.283687943262414,-4.166666666666666,0.0,12.091877450470143,39.08045977011494,0.0,100.0,47.01986754966888,0.0,-5.157242471774006,0.0,0.0,0.0,0.0,4.545454545454546,0.0,37.16814159292036,0.0010727048893804055,0.0001349706410637466,0.000697611190053742,False,False,False,9335.445477138597,0.000697611190053742
